Initial time: 16216367181621636718 ; 0 ; 2 ; 14029 ; 139725960140544; -1 ; RECVD
1621636719 ; 90 ; 6 ; 14029 ; 139724781762304; -1 ; RECVD
1621636719 ; 85 ; 8 ; 14029 ; 139724823725824; 870 ; TSKEX
1621636719 ; 85 ; 8 ; 14029 ; 139724823725824; 870 ; TSKDN
1621636719 ; 89 ; 2 ; 14029 ; 139724790155008; 880 ; TSKEX
1621636719 ; 89 ; 2 ; 14029 ; 139724790155008; 880 ; TSKDN
1621636719 ; 91 ; 4 ; 14029 ; 139724773369600; -1 ; RECVD
1621636719 ; 86 ; 8 ; 14029 ; 139724815333120; 890 ; TSKEX
1621636719 ; 86 ; 8 ; 14029 ; 139724815333120; 890 ; TSKDN
1621636719 ; 92 ; 6 ; 14029 ; 139724764976896; -1 ; RECVD
1621636719 ; 93 ; 2 ; 14029 ; 139724756584192; -1 ; RECVD
1621636719 ; 91 ; 4 ; 14029 ; 139724773369600; 900 ; TSKEX
1621636719 ; 91 ; 4 ; 14029 ; 139724773369600; 900 ; TSKDN
1621636719 ; 90 ; 6 ; 14029 ; 139724781762304; 910 ; TSKEX
1621636719 ; 90 ; 6 ; 14029 ; 139724781762304; 910 ; TSKDN
1621636719 ; 88 ; 9 ; 14029 ; 139724798547712; 920 ; TSKEX
1621636719 ; 88 ; 9 ; 14029 ; 139724798547712; 920 ; TSKDN
1621636719 ; 94 ; 7 ; 14029 ; 139724748191488; -1 ; RECVD
1621636719 ; 93 ; 2 ; 14029 ; 139724756584192; 930 ; TSKEX
1621636719 ; 93 ; 2 ; 14029 ; 139724756584192; 930 ; TSKDN
1621636719 ; 95 ; 2 ; 14029 ; 139724739798784; -1 ; RECVD
1621636719 ; 92 ; 6 ; 14029 ; 139724764976896; 940 ; TSKEX
1621636719 ; 92 ; 6 ; 14029 ; 139724764976896; 940 ; TSKDN
1621636719 ; 96 ; 1 ; 14029 ; 139724731406080; -1 ; RECVD
1621636719 ; 95 ; 2 ; 14029 ; 139724739798784; 950 ; TSKEX
1621636719 ; 95 ; 2 ; 14029 ; 139724739798784; 950 ; TSKDN
1621636719 ; 96 ; 1 ; 14029 ; 139724731406080; 960 ; TSKEX
1621636719 ; 96 ; 1 ; 14029 ; 139724731406080; 960 ; TSKDN
1621636719 ; 97 ; 2 ; 14029 ; 139724723013376; -1 ; RECVD
1621636719 ; 98 ; 2 ; 14029 ; 139724714620672; -1 ; RECVD
1621636719 ; 97 ; 2 ; 14029 ; 139724723013376; 970 ; TSKEX
1621636719 ; 97 ; 2 ; 14029 ; 139724723013376; 970 ; TSKDN
1621636719 ; 94 ; 7 ; 14029 ; 139724748191488; 980 ; TSKEX
1621636719 ; 99 ; 2 ; 14029 ; 139724706227968; -1 ; RECVD
1621636719 ; 94 ; 7 ; 14029 ; 139724748191488; 980 ; TSKDN
1621636719 ; 98 ; 2 ; 14029 ; 139724714620672; 990 ; TSKEX
1621636719 ; 98 ; 2 ; 14029 ; 139724714620672; 990 ; TSKDN
